order_id,order_date,customer_id,customer_name,product_code,product_name,category,quantity_units,unit_price_usd,sales_rep
ORD-2024256,2024-01-14,CUST-008,Midland Energy Services,DIESEL-ULS,Ultra Low Sulfur Diesel,Refined Products,2132.99,3.2,T. Williams
ORD-2024258,2024-03-11,CUST-006,Eagle Ford Resources,CRUDE-BRENT,Crude Oil Brent,Crude Oil,287.69,82.3,S. Patel
ORD-2024259,2024-08-17,CUST-003,Texas Energy Partners,PROP-LPG,Propane LPG,LPG,3115.21,1.15,R. Chen
ORD-2024260,2024-03-17,CUST-005,Lone Star Pipeline Corp.,CRUDE-WTI,Crude Oil WTI,Crude Oil,2789.14,78.5,S. Patel
ORD-2024262,2024-08-22,CUST-007,Bayou City Fuel Dist.,DIESEL-ULS,Ultra Low Sulfur Diesel,Refined Products,407.76,3.2,A. Johnson
ORD-2024264,2024-06-29,CUST-001,Permian Basin Drilling Co.,LUBR-SYN5,Synthetic Motor Oil 5W-30,Lubricants,1278.76,18.75,A. Johnson
ORD-2024265,2024-09-26,CUST-006,Eagle Ford Resources,CRUDE-BRENT,Crude Oil Brent,Crude Oil,2766.0,82.3,J. Martinez
ORD-2024266,2024-08-28,CUST-001,Permian Basin Drilling Co.,HEAT-OIL,Heating Oil No.2,Refined Products,313.32,3.1,R. Chen
ORD-2024267,2024-07-01,CUST-005,Lone Star Pipeline Corp.,LUBR-HD40,Heavy Duty Lubricant 40W,Lubricants,3963.75,12.5,J. Martinez
ORD-2024268,2024-01-23,CUST-006,Eagle Ford Resources,CRUDE-BRENT,Crude Oil Brent,Crude Oil,1826.27,82.3,S. Patel
ORD-2024271,2024-07-22,CUST-005,Lone Star Pipeline Corp.,LUBR-HD40,Heavy Duty Lubricant 40W,Lubricants,4946.7,12.5,A. Johnson
ORD-2024272,2024-05-26,CUST-001,Permian Basin Drilling Co.,JET-A1,Jet Fuel A-1,Refined Products,1849.17,3.45,S. Patel
ORD-2024273,2024-07-07,CUST-005,Lone Star Pipeline Corp.,LUBR-HD40,Heavy Duty Lubricant 40W,Lubricants,2241.06,12.5,J. Martinez
ORD-2024274,2024-04-05,CUST-007,Bayou City Fuel Dist.,PROP-LPG,Propane LPG,LPG,2531.4,1.15,T. Williams
ORD-2024275,2024-08-05,CUST-005,Lone Star Pipeline Corp.,HEAT-OIL,Heating Oil No.2,Refined Products,486.74,3.1,J. Martinez
ORD-2024276,2024-02-22,CUST-005,Lone Star Pipeline Corp.,NAT-GAS-001,Natural Gas,Natural Gas,492.34,2.85,T. Williams
ORD-2024277,2024-08-06,CUST-008,Midland Energy Services,JET-A1,Jet Fuel A-1,Refined Products,916.56,3.45,A. Johnson
ORD-2024279,2024-09-19,CUST-007,Bayou City Fuel Dist.,CRUDE-BRENT,Crude Oil Brent,Crude Oil,4025.37,82.3,T. Williams
ORD-2024281,2024-07-04,CUST-004,Houston Petrochem Inc.,CRUDE-BRENT,Crude Oil Brent,Crude Oil,1975.99,82.3,T. Williams
ORD-2024282,2024-07-08,CUST-003,Texas Energy Partners,GASOLINE-87,Gasoline 87 Octane,Refined Products,1922.87,2.95,R. Chen
ORD-2024283,2024-07-06,CUST-003,Texas Energy Partners,GASOLINE-87,Gasoline 87 Octane,Refined Products,2050.37,2.95,A. Johnson
ORD-2024284,2024-04-05,CUST-002,Gulf Coast Refinery LLC,DIESEL-ULS,Ultra Low Sulfur Diesel,Refined Products,2545.32,3.2,J. Martinez
ORD-2024287,2024-12-15,CUST-008,Midland Energy Services,NAT-GAS-001,Natural Gas,Natural Gas,4841.05,2.85,J. Martinez
ORD-2024290,2024-07-03,CUST-008,Midland Energy Services,DIESEL-ULS,Ultra Low Sulfur Diesel,Refined Products,2814.71,3.2,J. Martinez
ORD-2024291,2024-02-14,CUST-003,Texas Energy Partners,HEAT-OIL,Heating Oil No.2,Refined Products,422.17,3.1,A. Johnson
ORD-2024292,2024-10-21,CUST-007,Bayou City Fuel Dist.,PROP-LPG,Propane LPG,LPG,461.38,1.15,R. Chen
ORD-2024294,2024-08-09,CUST-003,Texas Energy Partners,HEAT-OIL,Heating Oil No.2,Refined Products,2564.03,3.1,S. Patel
ORD-2024295,2024-03-25,CUST-003,Texas Energy Partners,CRUDE-BRENT,Crude Oil Brent,Crude Oil,893.64,82.3,T. Williams
ORD-2024297,2024-11-16,CUST-005,Lone Star Pipeline Corp.,HEAT-OIL,Heating Oil No.2,Refined Products,1583.84,3.1,S. Patel
ORD-2024298,2024-10-24,CUST-003,Texas Energy Partners,HEAT-OIL,Heating Oil No.2,Refined Products,855.55,3.1,A. Johnson
ORD-2024300,2024-10-19,CUST-005,Lone Star Pipeline Corp.,CRUDE-WTI,Crude Oil WTI,Crude Oil,2141.28,78.5,S. Patel
ORD-2024301,2024-09-04,CUST-005,Lone Star Pipeline Corp.,PROP-LPG,Propane LPG,LPG,1299.9,1.15,T. Williams
ORD-2024304,2024-03-07,CUST-006,Eagle Ford Resources,LUBR-HD40,Heavy Duty Lubricant 40W,Lubricants,3827.26,12.5,R. Chen
ORD-2024305,2024-08-26,CUST-006,Eagle Ford Resources,CRUDE-BRENT,Crude Oil Brent,Crude Oil,700.36,82.3,S. Patel
ORD-2024306,2024-05-28,CUST-002,Gulf Coast Refinery LLC,NAT-GAS-001,Natural Gas,Natural Gas,4732.39,2.85,J. Martinez
ORD-2024307,2024-06-16,CUST-004,Houston Petrochem Inc.,LUBR-SYN5,Synthetic Motor Oil 5W-30,Lubricants,4675.38,18.75,S. Patel
ORD-2024308,2024-09-20,CUST-003,Texas Energy Partners,DIESEL-ULS,Ultra Low Sulfur Diesel,Refined Products,2387.39,3.2,R. Chen
ORD-2024309,2024-07-20,CUST-001,Permian Basin Drilling Co.,PROP-LPG,Propane LPG,LPG,2576.68,1.15,J. Martinez
ORD-2024310,2024-01-26,CUST-006,Eagle Ford Resources,DIESEL-ULS,Ultra Low Sulfur Diesel,Refined Products,1478.65,3.2,J. Martinez
ORD-2024311,2024-01-05,CUST-005,Lone Star Pipeline Corp.,PROP-LPG,Propane LPG,LPG,4251.14,1.15,A. Johnson
ORD-2024313,2024-10-10,CUST-004,Houston Petrochem Inc.,HEAT-OIL,Heating Oil No.2,Refined Products,1514.15,3.1,T. Williams
ORD-2024315,2024-06-22,CUST-007,Bayou City Fuel Dist.,CRUDE-BRENT,Crude Oil Brent,Crude Oil,2833.38,82.3,T. Williams
ORD-2024318,2024-11-09,CUST-003,Texas Energy Partners,HEAT-OIL,Heating Oil No.2,Refined Products,1660.8,3.1,T. Williams
ORD-2024319,2024-06-21,CUST-005,Lone Star Pipeline Corp.,GASOLINE-87,Gasoline 87 Octane,Refined Products,2585.84,2.95,A. Johnson
